symbol;currency_base;currency_quote
"RUNE/BNB";"THORChain";"Binance Coin"
"RUNE/BTC";"THORChain";"Bitcoin"
"RUNE/INR";"THORChain";"Indian Rupee"
"RUNE/USD";"THORChain";"US Dollar"
"RUNNERS/USD";"Runners";"US Dollar"
"RUP/BTC";"Rupee";"Bitcoin"
"RUP/USD";"Rupee";"US Dollar"
"RUPX/USD";"Rupaya";"US Dollar"
"R/USD";"Revain";"US Dollar"
"RVN/BCH";"Ravencoin";"Bitcoin Cash"
"RVN/BNB";"Ravencoin";"Binance Coin"
"RVN/BTC";"Ravencoin";"Bitcoin"
"RVN/TRY";"Ravencoin";"Turkish Lira"
"RVN/USD";"Ravencoin";"US Dollar"
"RYO/BTC";"Ryo Currency";"Bitcoin"
"RYO/USD";"Ryo Currency";"US Dollar"
"SAFEMOON/USD";"SafeMoon";"US Dollar"
"SAFEX/USD";"Safe Exchange Coin";"US Dollar"
"SAGA/USD";"SagaCoin";"US Dollar"
"SALT/BTC";"SALT";"Bitcoin"
"SALT/ETH";"SALT";"Ethereum"
"SALT/USD";"SALT";"US Dollar"
"SAN/BTC";"Santiment Network Token ";"Bitcoin"
"SAND/BRL";"The Sandbox";"Brazil Real"
"SAND/BTC";"The Sandbox";"Bitcoin"
"SAND/CAD";"The Sandbox";"Canadian Dollar"
"SAND/EUR";"The Sandbox";"Euro"
"SANDG/USD";"Save and Gain";"US Dollar"
"SAND/TRY";"The Sandbox";"Turkish Lira"
"SAND/USD";"The Sandbox";"US Dollar"
"SAN/ETH";"Santiment Network Token";"Ethereum"
"SANTOS/BTC";"Santos FC Fan Token";"Bitcoin"
"SANTOS/TRY";"Santos FC Fan Token";"Turkish Lira"
"SANTOS/USD";"Santos FC Fan Token";"US Dollar"
"SAN/USD";"Santiment Network Token";"US Dollar"
"SBDR/KRW";"Steem Dollars";"Korean Won"
"SBDR/USD";"Steem Dollars";"US Dollar"
"SBTC/BTC";"Super Bitcoin";"Bitcoin"
"SBTC/USD";"Super Bitcoin";"US Dollar"
"SC/BNB";"Siacoin";"Binance Coin"
"SC/BTC";"Siacoin";"Bitcoin"
"SC/ETH";"Siacoin";"Ethereum"
"SC/EUR";"Siacoin";"Euro"
"SC/KRW";"Siacoin";"Korean Won"
"SCL/BTC";"Social";"Bitcoin"
"SCL/USD";"Social";"US Dollar"
"SCORE/USD";"Scorecoin";"US Dollar"
"SCRL/USD";"SCRL";"US Dollar"
"SCRM/ETH";"Scorum Coins";"Ethereum"
"SCRM/USD";"Scorum Coins";"US Dollar"
"SCRT/BTC";"SecretCoin";"Bitcoin"
"SCRTn/BTC";"Secret";"Bitcoin"
"SCRTn/ETH";"Secret";"Ethereum"
"SCRTn/USD";"Secret";"US Dollar"
"SCRT/USD";"SecretCoin";"US Dollar"
"SCS/BTC";"Speedcash";"Bitcoin"
"SCS/USD";"Speedcash";"US Dollar"
"SCT/USD";"Soma";"US Dollar"
"SC/USD";"Siacoin";"US Dollar"
"SDC/BTC";"ShadowCash";"Bitcoin"
"SDC/USD";"ShadowCash";"US Dollar"
"SDN/USD";"Shiden Network";"US Dollar"
"SDP/BTC";"SydPak";"Bitcoin"
"SDP/USD";"SydPak";"US Dollar"
"SDRN/USD";"Senderon";"US Dollar"
"SEELE/BTC";"Seele";"Bitcoin"
"SEELE/USD";"Seele";"US Dollar"
"SEQ/USD";"Sequence";"US Dollar"
"SFC/USD";"Solarflarecoin";"US Dollar"
"SFP/BTC";"SafePal";"Bitcoin"
"SFP/USD";"SafePal";"US Dollar"
"SHA/USD";"SHACoin";"US Dollar"
"SHDW/BTC";"Shadow Token";"Bitcoin"
"SHDW/USD";"Shadow Token";"US Dollar"
"SHELL/BTC";"ShellCoin";"Bitcoin"
"SHELL/USD";"ShellCoin";"US Dollar"
"SHIB/BRL";"Shiba Inu Brazil Real";"Brazil Real"
"SHIB/CAD";"SHIBA INU";"Canadian Dollar"
"SHIB/EUR";"SHIBA INU";"Euro"
"SHIB/INR";"SHIBA INU";"Indian Rupee"
"SHIB/TRY";"SHIBA INU";"Turkish Lira"
"SHIB/USD";"SHIBA INU";"US Dollar"
"SHIP/BTC";"ShipChain";"Bitcoin"
"SHIP/USD";"ShipChain";"US Dollar"
"SHORTY/BTC";"Shorty";"Bitcoin"
"SHORTY/USD";"Shorty";"US Dollar"
"SHOW/BTC";"Show";"Bitcoin"
"SHOW/USD";"Show";"US Dollar"
"SH/USD";"Shilling";"US Dollar"
"SIB/BTC";"SIBCoin";"Bitcoin"
"SIB/USD";"SIBCoin";"US Dollar"
"SIFT/USD";"Smart Investment Fund Token";"US Dollar"
"SIGMA/USD";"SIGMAcoin";"US Dollar"
"SIGNA/BTC";"Signum";"Bitcoin"
"SIGNA/USD";"Signum";"US Dollar"
"SIGT/BTC";"Signatum";"Bitcoin"
"SIGT/USD";"Signatum";"US Dollar"
"SINS/BTC";"SafeInsure";"Bitcoin"
"SINS/USD";"SafeInsure";"US Dollar"
"SISA/USD";"SISA";"US Dollar"
"SJCX/JPY";"Storjcoin X";"Japanese Yen"
"SJCX/USD";"Storjcoin X";"US Dollar"
"SKB/ETH";"Sakura Bloom";"Ethereum"
"SKB/USD";"Sakura Bloom";"US Dollar"
"SKC/USD";"Skeincoin";"US Dollar"
"SKIN/ETH";"SkinCoin";"Ethereum"
"SKIN/USD";"SkinCoin";"US Dollar"
"SKL/USD";"SKALE Network";"US Dollar"
"SKM/BTC";"Skrumble Network";"Bitcoin"
"SKM/ETH";"Skrumble Network";"Ethereum"
"SKM/USD";"Skrumble Network";"US Dollar"
"SKR/USD";"Sakuracoin";"US Dollar"
"SKULL/USD";"Pirate Blocks";"US Dollar"
"SKY/BTC";"Skycoin";"Bitcoin"
"SKY/USD";"Skycoin";"US Dollar"
"SLEVIN/USD";"Slevin";"US Dollar"
"SLFI/USD";"Selfiecoin";"US Dollar"
"SLING/BTC";"Sling";"Bitcoin"
"SLING/USD";"Sling";"US Dollar"
"SLOTH/USD";"Slothcoin";"US Dollar"
"SLP/ETH";"Smooth Love Potion";"Ethereum"
"SLP/TRY";"Smooth Love Potion";"Turkish Lira"
"SLP/USD";"Smooth Love Potion";"US Dollar"
"SLS/BTC";"SaluS";"Bitcoin"
"SLS/USD";"SaluS";"US Dollar"
"SLV/BNB";"Silverway";"Binance Coin"
"SLV/USD";"Silverway";"US Dollar"
"SMART/BTC";"SmartCash";"Bitcoin"
"SMART/ETH";"SmartCash";"Ethereum"
"SMART/EUR";"SmartCash";"Euro"
"SMART/RUB";"SmartCash";"Russian Ruble"
"SMART/USD";"SmartCash";"US Dollar"
"SMC/BTC";"SmartCoin";"Bitcoin"
"SMC/USD";"SmartCoin";"US Dollar"
"SmileyCoin/USD";"SmileyCoin";"US Dollar"
"SMT/BTC";"SmartMesh";"Bitcoin"
"SMT/ETH";"SmartMesh";"Ethereum"
"SMT/USD";"SmartMesh";"US Dollar"
"SNC/BTC";"SunContract";"Bitcoin"
"SNC/ETH";"SunContract";"Ethereum"
"SNC/USD";"SunContract";"US Dollar"
"SND/USD";"Sand Coin";"US Dollar"
"SNGLS/BTC";"SingularDTV";"Bitcoin"
"SNGLS/USD";"SingularDTV";"US Dollar"
"SNL/BTC";"Sport AND Leisure";"Bitcoin"
"SNL/ETH";"Sport AND Leisure";"Ethereum"
"SNL/USD";"Sport and Leisure";"US Dollar"
"SNM/BTC";"SONM";"Bitcoin"
"SNM/USD";"SONM";"US Dollar"
"SNRG/USD";"Synergy";"US Dollar"
"SNT/BTC";"Status";"Bitcoin"
"SNT/ETH";"Status";"Ethereum"
"SNT/KRW";"Status";"Korean Won"
"SNTR/ETH";"Silent Notary";"Ethereum"
"SNTR/USD";"Silent Notary";"US Dollar"
"SNT/USD";"Status";"US Dollar"
"SNTVT/BTC";"Sentivate";"Bitcoin"
"SNTVT/ETH";"Sentivate";"Ethereum"
"SNTVT/USD";"Sentivate";"US Dollar"
"SNX/BRL";"Synthetix";"Brazil Real"
"SNX/BTC";"Synthetix";"Bitcoin"
"SNX/CAD";"Synthetix";"Canadian Dollar"
"SNX/ETH";"Synthetix Network Token";"Ethereum"
"SNX/EUR";"Synthetix";"Euro"
"SNX/TRY";"Synthetix";"Turkish Lira"
"SNX/USD";"Synthetix";"US Dollar"
"SOAR/USD";"Soarcoin";"US Dollar"
"SOC/BTC";"All Sports";"Bitcoin"
"SOCC/USD";"SocialCoin";"US Dollar"
"SOC/USD";"All Sports";"US Dollar"
"SOIL/USD";"SOILcoin";"US Dollar"
"SOL/BNB";"Solana";"Binance Coin"
"SOL/BRL";"Solana";"Brazil Real"
"SOL/BTC";"Solana";"Bitcoin"
"SOL/CAD";"Solana";"Canadian Dollar"
"SOL/ETH";"Solana";"Ethereum"
"SOL/EUR";"Solana";"Euro"
"SOL/GBP";"Solana";"British Pound"
"SOL/INR";"Solana";"Indian Rupee"
"SOL/KRW";"Solana";"Korean Won"
"SOLO/USD";"Sologenic";"US Dollar"
"SOL/TRY";"Solana";"Turkish Lira"
"SOL/USD";"Solana";"US Dollar"
"SOLVE/BTC";"SOLVE";"Bitcoin"
"SOLVE/ETH";"SOLVE";"Ethereum"
"SOLVE/USD";"SOLVE";"US Dollar"
"SONG/BTC";"SongCoin";"Bitcoin"
"SONG/USD";"SongCoin";"US Dollar"
"SOUL/BTC";"Phantasma";"Bitcoin"
"SOUL/ETH";"Phantasma";"Ethereum"
"SOUL/USD";"Phantasma";"US Dollar"
"SPC/BTC";"SpaceChain";"Bitcoin"
"SPC/USD";"SpaceChain";"US Dollar"
"SPELL/BTC";"Spell Token";"Bitcoin"
"SPELL/TRY";"Spell Token";"Turkish Lira"
"SPELL/USD";"Spell Token";"US Dollar"
"SPEX/USD";"SproutsExtreme";"US Dollar"
"SPF/BTC";"SportyCo";"Bitcoin"
"SPF/USD";"SportyCo";"US Dollar"
"SPHR/BTC";"Sphere";"Bitcoin"
"SPHR/USD";"Sphere";"US Dollar"
"SPORT/USD";"SportsCoin";"US Dollar"
"SPR/BTC";"SpreadCoin";"Bitcoin"
"SPR/USD";"SpreadCoin";"US Dollar"
"SPT/BTC";"Spots";"Bitcoin"
"SPT/USD";"Spots";"US Dollar"
"SQUID/USD";"Squid Game";"US Dollar"
"SRCOIN/ETH";"SRCOIN";"Ethereum"
"SRCOIN/USD";"SRCOIN";"US Dollar"
"SRC/USD";"SecureCoin";"US Dollar"
"SREUR/USD";"SocialRemit";"US Dollar"
"SRM/BNB";"Serum";"Binance Coin"
"SRM/BTC";"Serum";"Bitcoin"
"SRM/USD";"Serum";"US Dollar"
"SRN/BTC";"SIRIN LABS Token";"Bitcoin"
"SRN/ETH";"SIRIN LABS Token";"Ethereum"
"SRN/USD";"SIRIN LABS Token";"US Dollar"
"SS/BTC";"Sharder";"Bitcoin"
"SS/ETH";"Sharder";"Ethereum"
"SSS/USD";"Sharechain";"US Dollar"
"SS/USD";"Sharder";"US Dollar"
"STAR/ETH";"Starbase";"Ethereum"
"STARL/USD";"Starlink";"US Dollar"
"STARS/USD";"StarCash Network";"US Dollar"
"START/BTC";"Startcoin";"Bitcoin"
"START/USD";"Startcoin";"US Dollar"
"STAR/USD";"Starbase";"US Dollar"
"STCN/USD";"Stakecoin";"US Dollar"
"STC/USD";"StarChain";"US Dollar"
"STEEM/BTC";"Steem";"Bitcoin"
"STEEM/ETH";"Steem";"Ethereum"
"STEEM/KRW";"Steem";"Korean Won"
"STEEM/USD";"Steem";"US Dollar"
"STEEP/USD";"SteepCoin";"US Dollar"
"STEPS/USD";"Steps";"US Dollar"
"STETH/USD";"Lido stETH";"US Dollar"
"STG/USD";"Stargate Finance";"US Dollar"
"STN/USD";"Steneum Coin";"US Dollar"
"STORJ/BTC";"Storj";"Bitcoin"
"STORJ/ETH";"Storj";"Ethereum"
"STORJ/KRW";"Storj";"Korean Won"
"STORJ/USD";"Storj";"US Dollar"
"STORM/BNB";"Storm";"Binance Coin"
"STORM/BTC";"Storm";"Bitcoin"
"STORM/ETH";"Storm";"Ethereum"
"STORM/USD";"Storm";"US Dollar"
"STQ/ETH";"Storiqa";"Ethereum"
"STQ/USD";"Storiqa";"US Dollar"
"STRAT/BTC";"Stratis";"Bitcoin"
"STRAT/ETH";"Stratis";"Ethereum"
"STRAT/KRW";"Stratis";"Korean Won"
"STRAT/USD";"Stratis";"US Dollar"
"STS/BTC";"Stress";"Bitcoin"
"STS/USD";"Stress";"US Dollar"
"STV/USD";"Sativacoin";"US Dollar"
"STX/BTC";"Stox";"Bitcoin"
"STX/ETH";"Stox";"Ethereum"
"STXk/BTC";"Blockstack";"Bitcoin"
"STXk/KRW";"Stacks";"Korean Won"
"STXk/USD";"Blockstack";"US Dollar"
"STX/USD";"Stox";"US Dollar"
"SUB/BTC";"Substratum";"Bitcoin"
"SUB/ETH";"Substratum";"Ethereum"
"SUB/INR";"Substratum";"Indian Rupee"
"SUB/USD";"Substratum";"US Dollar"
"SUI/USD";"Sui";"US Dollar"
"SUPER/BTC";"SuperCoin";"Bitcoin"
"SUPERf/BTC";"SuperFarm";"Bitcoin"
"SUPERf/USD";"SuperFarm";"US Dollar"
"SUPER/USD";"SuperCoin";"US Dollar"
"SUR/BTC";"Suretly";"Bitcoin"
"SUR/ETH";"Suretly";"Ethereum"
"SUR/USD";"Suretly";"US Dollar"
"SUSD/USD";"sUSD";"US Dollar"
"SUSHI/BTC";"SushiSwap";"Bitcoin"
"SUSHI/USD";"SushiSwap";"US Dollar"
"SWEAT/USD";"Sweat Economy";"US Dollar"
"SWFTC/BTC";"SwftCoin";"Bitcoin"
"SWFTC/ETH";"SwftCoin";"Ethereum"
"SWFTC/USD";"SwftCoin";"US Dollar"
"SWIFT/USD";"Bitswift";"US Dollar"
"SWING/BTC";"Swing";"Bitcoin"
"SWING/USD";"Swing";"US Dollar"
"SWM/BTC";"Swarm";"Bitcoin"
"SWM/USD";"Swarm";"US Dollar"
"SWP/USD";"Swapcoin";"US Dollar"
"SWT/BTC";"Swarm City";"Bitcoin"
"SWTH/ETH";"Switcheo";"Ethereum"
"SWTH/USD";"Switcheo";"US Dollar"
"SWT/USD";"Swarm City";"US Dollar"
"SXC/USD";"Sexcoin";"US Dollar"
"SXDT/BTC";"Spectre.ai Dividend Token";"Bitcoin"
"SXDT/USD";"Spectre.ai Dividend Token";"US Dollar"
"SXP/BTC";"Swipe";"Bitcoin"
"SXP/EUR";"Swipe";"Euro"
"SXP/TRY";"Swipe";"Turkish Lira"
"SXP/USD";"SXP";"US Dollar"
"SYNX/BTC";"Syndicate";"Bitcoin"
"SYNX/USD";"Syndicate";"US Dollar"
"SYS/BTC";"SysCoin";"Bitcoin"
"SYS/USD";"SysCoin";"US Dollar"
"TAAS/BTC";"TaaS";"Bitcoin"
"TAAS/USD";"TaaS";"US Dollar"
"TABOO/USD";"TABOO TOKEN";"US Dollar"
"TAG/BTC";"TagCoin";"Bitcoin"
"TAGR/BTC";"TAGRcoin";"Bitcoin"
"TAGR/USD";"TAGRcoin";"US Dollar"
"TAG/USD";"TagCoin";"US Dollar"
"TAGZ5/ETH";"TAGZ5";"Ethereum"
"TAGZ5/USD";"TAGZ5";"US Dollar"
"TAJ/USD";"TajCoin";"US Dollar"
"TALK/USD";"BTCtalkcoin";"US Dollar"
"TAU/USD";"Lamden";"US Dollar"
"TCC/BTC";"The ChampCoin";"Bitcoin"
"TCC/ETH";"The ChampCoin";"Ethereum"
"TCC/INR";"The ChampCoin";"Indian Rupee"
"TCC/USD";"The ChampCoin";"US Dollar"
"TCH/BTC";"Thore Cash";"Bitcoin"
"TCH/ETH";"Thore Cash";"Ethereum"
"TCHTRX/BTC";"ThoreCashTRX";"Bitcoin"
"TCHTRX/USD";"ThoreCashTRX";"US Dollar"
"TCH/USD";"Thore Cash";"US Dollar"
"TCOIN/USD";"T-coin";"US Dollar"
"TCR/USD";"TheCreed";"US Dollar"
"TCT/ETH";"TokenClub";"Ethereum"
"TCT/USD";"TokenClub";"US Dollar"
"TEAMS/BTC";"TokenStars";"Bitcoin"
"TEAMS/ETH";"TokenStars";"Ethereum"
"TEAMS/USD";"TokenStars";"US Dollar"
"TEAM/USD";"TeamUp";"US Dollar"
"TEK/DOGE";"TEKcoin";"Dogecoin"
"TEK/USD";"TEKcoin";"US Dollar"
"TEL/BTC";"Telcoin";"Bitcoin"
"TEL/ETH";"Telcoin";"Ethereum"
"TELL/USD";"Tellurion";"US Dollar"
"TEL/USD";"Telcoin";"US Dollar"
"TEN/BTC";"Tokenomy";"Bitcoin"
"TEN/IDR";"Tokenomy";"Indonesian Rupiah"
"TEN/USD";"Tokenomy";"US Dollar"
"TER/BTC";"TerraNova";"Bitcoin"
"TER/USD";"TerraNova";"US Dollar"
"TFEUL/KRW";"Theta Fuel";"Korean Won"
"TFL/BTC";"TrueFlip";"Bitcoin"
"TFL/USD";"TrueFlip";"US Dollar"
"TFUEL/BTC";"Theta Fuel";"Bitcoin"
"TFUEL/ETH";"Theta Fuel";"Ethereum"
"TFUEL/USD";"Theta Fuel";"US Dollar"
"TGAME/ETH";"Truegame";"Ethereum"
"TGAME/USD";"Truegame";"US Dollar"
"TGT/USD";"Target Coin";"US Dollar"
"THC/BTC";"HempCoin";"Bitcoin"
"THC/USD";"HempCoin";"US Dollar"
"THE/BTC";"Thore Exchange";"Bitcoin"
"THETA/BNB";"THETA";"Binance Coin"
"THETA/BTC";"THETA";"Bitcoin"
"THETA/CAD";"Theta Network";"Canadian Dollar"
"THETA/ETH";"THETA";"Ethereum"
"THETA/INR";"THETA";"Indian Rupee"
"THETA/KRW";"THETA";"Korean Won"
"THETA/USD";"Theta Network";"US Dollar"
"THE/USD";"Thore Exchange";"US Dollar"
"THR/BTC";"ThoreCoin";"Bitcoin"
"THR/USD";"ThoreCoin";"US Dollar"
"THS/BTC";"TechShares";"Bitcoin"
"THS/USD";"TechShares";"US Dollar"
"THX/BTC";"ThoreNext";"Bitcoin"
"THX/USD";"ThoreNext";"US Dollar"
"TIA/USD";"Celestia";"US Dollar"
"TIE/BTC";"Ties.DB";"Bitcoin"
"TIE/USD";"TIES Network";"US Dollar"
"TIME/BTC";"Chronobank";"Bitcoin"
"TIME/USD";"Chronobank";"US Dollar"
"TITAN/USD";"TitanSwap";"US Dollar"
"TITn/USD";"Titcoin";"US Dollar"
"TIT/USD";"TittieCoin";"US Dollar"
"TIX/BTC";"Blocktix";"Bitcoin"
"TIX/USD";"Blocktix";"US Dollar"
"TKO/BTC";"Toko Token";"Bitcoin"
"TKO/USD";"Toko Token";"US Dollar"
"TKS/USD";"Tokes";"US Dollar"
"TKY/BTC";"THEKEY";"Bitcoin"
"TKY/ETH";"THEKEY";"Ethereum"
"TKY/USD";"THEKEY";"US Dollar"
"TLM/BTC";"Alien Worlds";"Bitcoin"
"TLM/TRY";"Alien Worlds";"Turkish Lira"
"TLM/USD";"Alien Worlds";"US Dollar"
"TLR/USD";"Taler Coin";"US Dollar"
"TNB/BTC";"Time New Bank";"Bitcoin"
"TNB/ETH";"Time New Bank";"Ethereum"
"TNB/USD";"Time New Bank";"US Dollar"
"TNC/BTC";"Trinity Network Credit ";"Bitcoin"
"TNC/ETH";"Trinity Network Credit";"Ethereum"
"TNC/USD";"Trinity Network Credit";"US Dollar"
"TNT/USD";"Tierion";"US Dollar"
"TOA/USD";"ToaCoin";"US Dollar"
"TODAY/USD";"TodayCoin";"US Dollar"
"TOKC/BTC";"TOKYO";"Bitcoin"
"TOKC/USD";"TOKYO";"US Dollar"
"TOKEN/USD";"SwapToken";"US Dollar"
"TOK/USD";"Tokugawa";"US Dollar"
"TOMO/BNB";"TomoChain";"Binance Coin"
"TOMO/BTC";"TomoChain";"Bitcoin"
"TOMO/ETH";"TomoChain";"Ethereum"
"TOMO/USD";"TomoChain";"US Dollar"
"TONE/BTC";"TE-FOOD";"Bitcoin"
"TONE/ETH";"TE-FOOD";"Ethereum"
"TONE/USD";"TE-FOOD";"US Dollar"
"TON/USD";"Toncoin";"US Dollar"
"TOPAZ/USD";"Topaz Coin";"US Dollar"
"TOPC/BTC";"TopChain";"Bitcoin"
"TOPC/ETH";"TopChain";"Ethereum"
"TOPC/USD";"TopChain";"US Dollar"
"TOR/USD";"Torcoin";"US Dollar"
"TPAY/BTC";"TokenPay";"Bitcoin"
"TPAY/USD";"TokenPay";"US Dollar"
"TRAC/BTC";"OriginTrail";"Bitcoin"
"TRAC/ETH";"OriginTrail";"Ethereum"
"TRAC/USD";"OriginTrail";"US Dollar"
"TRC/BTC";"Terracoin";"Bitcoin"
"TRCT/BTC";"Tracto";"Bitcoin"
"TRC/USD";"Terracoin";"US Dollar"
"TRIA/USD";"Triaconta";"US Dollar"
"TRIBE/USD";"Tribe";"US Dollar"
"TRICK/BTC";"TrickyCoin";"Bitcoin"
"TRICK/USD";"TrickyCoin";"US Dollar"
"TRI/USD";"Triangles";"US Dollar"
"TRK/USD";"Truckcoin";"US Dollar"
"TROLL/BTC";"Trollcoin";"Bitcoin"
"TROLL/USD";"Trollcoin";"US Dollar"
"TRU/BTC";"TrueFi";"Bitcoin"
"TRUE/BNB";"TrueChain";"Binance Coin"
"TRUE/BTC";"TrueChain";"Bitcoin"
"TRUE/ETH";"TrueChain";"Ethereum"
"TRUE/USD";"TrueChain";"US Dollar"
"TRUMP/BTC";"TrumpCoin";"Bitcoin"
"TRUMP/USD";"TrumpCoin";"US Dollar"
"TRUST/USD";"TrustPlus";"US Dollar"
"TRU/USD";"TrueFi";"US Dollar"
"TRX/AUD";"TRON";"Australian Dollar"
"TRX/BITCNY";"TRON";"bitCNY"
"TRX/BRL";"TRON";"Brazil Real"
"TRX/BTC";"TRON";"Bitcoin"
"TRX/CAD";"TRON";"Canadian Dollar"
"TRX/CNY";"TRON";"Chinese Yuan"
"TRX/ETH";"TRON";"Ethereum"
"TRX/EUR";"TRON";"Euro"
"TRX/HKD";"TRON";"Hong Kong Dollar"
"TRX/ILS";"TRON";"Israeli Shekel"
"TRX/INR";"TRON";"Indian Rupee"
"TRX/KRW";"TRON";"Korean Won"
"TRX/MXN";"TRON";"Mexican Peso"
"TRX/MYR";"TRON";"Malaysian Ringgit"
"TRX/PLN";"TRON";"Polish Zloty"
"TRX/RUB";"TRON";"Russian Ruble"
"TRX/SAR";"TRON";"Saudi Riyal"
"TRX/SEK";"TRON";"Swedish Krona"
"TRX/TRY";"TRON";"Turkish Lira"
"TRX/USD";"TRON";"US Dollar"
"TRX/VND";"TRON";"Vietnamese Dong"
"TRX/XRP";"TRON";"XRP"
"TRX/ZAR";"TRON";"South African Rand"
"TSE/USD";"Tattoocoin (Standard";"US Dollar"
"TSL/USD";"Energo";"US Dollar"
"TSR/USD";"Tesra";"US Dollar"
"TSTR/USD";"Tristar Coin";"US Dollar"
"TTCP/ETH";"TTC";"Ethereum"
"TTCP/USD";"TTC";"US Dollar"
"TUBE/BTC";"BitTube";"Bitcoin"
"TUBE/USD";"BitTube";"US Dollar"
"TURBO/USD";"TurboCoin";"US Dollar"
"TUSD/BTC";"TrueUSD";"Bitcoin"
"TUSD/ETH";"TrueUSD";"Ethereum"
"TUSD/USD";"TrueUSD";"US Dollar"
"TVK/BTC";"Terra Virtua Kolect";"Bitcoin"
"TVK/USD";"Terra Virtua Kolect";"US Dollar"
"TWT/BTC";"Trust Wallet Token";"Bitcoin"
"TWT/USD";"Trust Wallet Token";"US Dollar"
"TX/BTC";"TransferCoin";"Bitcoin"
"TX/USD";"TransferCoin";"US Dollar"
"TZC/BTC";"TrezarCoin";"Bitcoin"
"TZC/USD";"TrezarCoin";"US Dollar"
"UAHPAY/USD";"UAHPay";"US Dollar"
"UBQ/BTC";"Ubiq";"Bitcoin"
"UBQ/USD";"Ubiq";"US Dollar"
"UBT/BTC";"Unibright";"Bitcoin"
"UBTC/BTC";"United Bitcoin";"Bitcoin"
"UBTC/USD";"United Bitcoin";"US Dollar"
"UBT/ETH";"Unibright";"Ethereum"
"UBT/USD";"Unibright";"US Dollar"
"UCA/BTC";"UCA Coin";"Bitcoin"
"UCA/USD";"UCA Coin";"US Dollar"
"UEDC/USD";"UNITED EMIRATE DECENTRALIZED COIN.";"US Dollar"
"UFO/USD";"Uniform Fiscal Object";"US Dollar"
"UGAS/BTC";"UGAS";"Bitcoin"
"UGAS/USD";"UGAS";"US Dollar"
"UGC/BTC";"ugChain";"Bitcoin"
"UGC/USD";"ugChain";"US Dollar"
"UIS/USD";"Unitus";"US Dollar"
"UKG/BTC";"Unikoin Gold";"Bitcoin"
"UKG/USD";"Unikoin Gold";"US Dollar"
"ULA/USD";"Ulatech";"US Dollar"
"UMA/BTC";"UMA";"Bitcoin"
"UMA/USD";"UMA";"US Dollar"
"UNB/USD";"UnbreakableCoin";"US Dollar"
"UNC/USD";"UNCoin";"US Dollar"
"UNIC/USD";"UniCoin";"US Dollar"
"UNIFY/BTC";"Unify";"Bitcoin"
"UNIFY/USD";"Unify";"US Dollar"
"UNIs/BRL";"Uniswap";"Brazil Real"
"UNIs/BTC";"Uniswap";"Bitcoin"
"UNIs/CAD";"Uniswap";"Canadian Dollar"
"UNIs/EUR";"Uniswap";"Euro"
"UNIs/TRY";"Uniswap";"Turkish Lira"
"UNIs/USD";"Uniswap";"US Dollar"
"UNIT/BTC";"Universal Currency";"Bitcoin"
"UNITS/BTC";"GameUnits";"Bitcoin"
"UNITS/USD";"GameUnits";"US Dollar"
"UNIT/USD";"Universal Currency";"US Dollar"
"UNI/USD";"Uniswap";"US Dollar"
"UNRC/USD";"UniversalRoyalCoin";"US Dollar"
"UOS/BTC";"Ultra";"Bitcoin"
"UOS/KRW";"Ultra";"Korean Won"
"UOS/USD";"Ultra";"US Dollar"
"UPP/ETH";"Sentinel Protocol";"Ethereum"
"UPP/KRW";"Sentinel Protocol";"Korean Won"
"UPP/USD";"Sentinel Protocol";"US Dollar"
"URC/USD";"Unrealcoin";"US Dollar"
"URO/BTC";"Uro";"Bitcoin"
"URO/USD";"Uro";"US Dollar"
"USC/BTC";"Ultimate Secure Cash";"Bitcoin"
"USC/USD";"Ultimate Secure Cash";"US Dollar"
"USDC/BTC";"USD Coin";"Bitcoin"
"USDC/INR";"USD Coin";"Indian Rupee"
"USDC/KRW";"USD Coin";"Korean Won"
"USDC/USD";"USD Coin";"US Dollar"
"USDD/USD";"USDD";"US Dollar"
"USDE/BTC";"USDe";"Bitcoin"
"USDE/USD";"USDe";"US Dollar"
"USDN/BTC";"Neutrino USD";"Bitcoin"
"USDN/USD";"Neutrino USD";"US Dollar"
"USDP/CAD";"Pax Dollar";"Canadian Dollar"
"USDP/USD";"USDP Stablecoin";"US Dollar"
"USDT/BRL";"Tether";"Brazil Real"
"USDT/CAD";"Tether";"Canadian Dollar"
"USDT/INR";"Tether";"Indian Rupee"
"USDT/RUB";"Tether";"Russian Ruble"
"USDT/THB";"Tether";"Thai Baht"
"USDT/TRY";"Tether";"Turkish Lira"
"USDT/USD";"Tether";"US Dollar"
"USDY/USD";"Ondo US Dollar Yield";"US Dollar"
"USNBT/USD";"NuBits";"US Dollar"
"USTC/USD";"TerraClassicUSD";"US Dollar"
"UST/USD";"TerraUSD";"US Dollar"
"UTC/USD";"UltraCoin";"US Dollar"
"UTK/BTC";"UTRUST";"Bitcoin"
"UTK/ETH";"UTRUST";"Ethereum"
"UTK/USD";"Utrust";"US Dollar"
"UTNP/BTC";"Universa";"Bitcoin"
"UTNP/ETH";"Universa";"Ethereum"
"UTNP/USD";"Universa";"US Dollar"
"UTT/BTC";"United Traders Token";"Bitcoin"
"UTT/ETH";"United Traders Token";"Ethereum"
"UTT/USD";"United Traders Token";"US Dollar"
"VAL/USD";"Valorbit";"US Dollar"
"VASH/USD";"VPNCoin";"US Dollar"
"VC/USD";"VirtualCoin";"US Dollar"
